Strain	T5
Spain/MD-H12-R22/2020	1316
Spain/MD-H12-R25/2020	1315
Spain/MD-HLP-112/2020	2719
Spain/MD-HLP-113/2020	2042
Spain/MD-HLP-H10-39/2020	2771
Spain/MD-HLP-H11-40/2020	2708
Spain/MD-HLP-H2-16/2020	2182
Spain/MD-HLP-H3-10/2020	2772
Spain/MD-HLP-H5-34/2020	2802
Spain/MD-HLP-H7-36/2020	2799
Spain/MD-HLP-H8-37/2020	2799
Spain/MD-HLP-H9-38/2020	2587
Spain/MD-HLP-LP10-12/2020	1381
Spain/MD-HLP-LP12-21/2020	3245
Spain/MD-HLP-LP14-3/2020	1529
Spain/MD-HLP-LP15-4/2020	2647
Spain/MD-HLP-R10-33/2020	2337
Spain/MD-HLP-R2-15/2020	2329
Spain/MD-HLP-R5-8/2020	1334
Spain/MD-IBV-001366/2020	1332
Spain/MD-IBV-001367/2020	2375
Spain/MD-IBV-001372/2020	2376
Spain/MD-IBV-001898/2020	2623
Spain/MD-IBV-004898/2020	2402
Spain/MD-IBV-004899/2020	1368
Spain/MD-IBV-004900/2020	1341
Spain/MD-IBV-004901/2020	1349
Spain/MD-IBV-004902/2020	1368
Spain/MD-IBV-004903/2020	1335
Spain/MD-IBV-004904/2020	1373
Spain/MD-IBV-004905/2020	1360
Spain/MD-IBV-004906/2020	1476
Spain/MD-IBV-004907/2020	1438
Spain/MD-IBV-004908/2020	2705
Spain/MD-IBV-004910/2020	1340
Spain/MD-IBV-004911/2020	1338
Spain/MD-IBV-004912/2020	1372
Spain/MD-IBV-004913/2020	2790
Spain/MD-IBV-004914/2020	1358
Spain/MD-IBV-004915/2020	1368
Spain/MD-IBV-004917/2020	1325
Spain/MD-IBV-004919/2020	2770
Spain/MD-IBV-005279/2020	1317
Spain/MD-IBV-005280/2020	1382
Spain/MD-IBV-005281/2020	1439
Spain/MD-IBV-005282/2020	2796
Spain/MD-IBV-005283/2020	1375
Spain/MD-IBV-005284/2020	2803
Spain/MD-IBV-005285/2020	1337
Spain/MD-IBV-005286/2020	284
Spain/MD-IBV-005287/2020	2697
Spain/MD-IBV-005289/2020	2695
Spain/MD-IBV-005290/2020	2662
Spain/MD-IBV-005291/2020	2796
Spain/MD-IBV-005292/2020	2572
Spain/MD-IBV-005293/2020	2570
Spain/MD-IBV-005294/2020	1440
Spain/MD-IBV-005295/2020	1341
Spain/MD-IBV-005297/2020	2383
Spain/MD-IBV-005298/2020	1374
Spain/MD-IBV-005299/2020	1370
Spain/MD-IBV-005300/2020	1330
Spain/MD-IBV-005302/2020	1367
Spain/MD-IBV-006403/2020	1337
Spain/MD-IBV-006434/2020	2570
Spain/MD-ISCIII-201105/2020	109
Spain/MD-ISCIII-201276/2020	1353
Spain/MD-ISCIII-201442/2020	2753
Spain/MD-ISCIII-201449/2020	1337
Spain/MD-ISCIII-201706/2020	2748
Spain/MD-ISCIII-201709/2020	2746
Spain/MD-ISCIII-201738/2020	2187
Spain/ML-ISCIII-202020/2020	2730
Spain/ML-ISCIII-202134/2020	330
Spain/ML-ISCIII-202135/2020	2710
Spain/ML-ISCIII-202449/2020	2742
Spain/ML-ISCIII-202452/2020	2731
Spain/ML-ISCIII-202454/2020	2731
Spain/NA-ISCIII-201944/2020	2343
Spain/NA-ISCIII-201945/2020	2591
Spain/NA-ISCIII-201951/2020	2348
Spain/NA-ISCIII-201952/2020	2603
Spain/NC-IBV-001358/2020	2566
Spain/NC-IBV-001359/2020	2379
Spain/NC-IBV-001360/2020	1364
Spain/NC-IBV-001361/2020	2380
Spain/NC-IBV-001362/2020	1364
Spain/NC-IBV-001363/2020	1364
Spain/NC-IBV-001364/2020	2599
Spain/NC-IBV-001365/2020	1337
Spain/NC-IBV-001368/2020	2737
Spain/NC-IBV-001369/2020	2696
Spain/NC-IBV-001370/2020	2741
Spain/NC-IBV-001371/2020	2763
Spain/NC-IBV-001373/2020	2188
Spain/NC-IBV-001374/2020	2707
Spain/NC-IBV-001376/2020	2378
Spain/NC-IBV-001377/2020	1850
Spain/NC-IBV-001378/2020	1359
Spain/NC-IBV-001379/2020	2378
Spain/NC-IBV-001380/2020	2798
Spain/NC-IBV-001381/2020	2377
Spain/NC-IBV-001382/2020	2174
Spain/NC-IBV-001383/2020	1575
Spain/NC-IBV-001384/2020	2678
Spain/NC-IBV-001385/2020	995
Spain/NC-IBV-001386/2020	2529
Spain/PV-IBV-000664/2020	2471
Spain/PV-IBV-000665/2020	2471
Spain/PV-IBV-000666/2020	2421
Spain/PV-IBV-000669/2020	2425
Spain/PV-IBV-000670/2020	2437
Spain/PV-IBV-000677/2020	2484
Spain/PV-IBV-000678/2020	2489
Spain/PV-IBV-000682/2020	2411
Spain/PV-IBV-000683/2020	2413
Spain/PV-IBV-000685/2020	2475
Spain/PV-IBV-000686/2020	2485
Spain/PV-IBV-000689/2020	2428
Spain/PV-IBV-000690/2020	2545
Spain/PV-IBV-000691/2020	2470
Spain/PV-IBV-000692/2020	2476
Spain/PV-IBV-000693/2020	2479
Spain/PV-IBV-000694/2020	2425
Spain/PV-IBV-000695/2020	2389
Spain/PV-IBV-000696/2020	2421
Spain/PV-IBV-000697/2020	2469
Spain/PV-IBV-000698/2020	2488
Spain/PV-IBV-000699/2020	2421
Spain/PV-IBV-000702/2020	2437
Spain/PV-IBV-000703/2020	2466
Spain/PV-IBV-000704/2020	2469
Spain/PV-IBV-000705/2020	2421
Spain/PV-IBV-000706/2020	2485
Spain/PV-IBV-000707/2020	2479
Spain/PV-IBV-000708/2020	2547
Spain/PV-IBV-000709/2020	2479
Spain/PV-IBV-000710/2020	2534
Spain/PV-IBV-000712/2020	2430
Spain/PV-IBV-000714/2020	2521
Spain/PV-IBV-000715/2020	2490
Spain/PV-IBV-000716/2020	2387
Spain/PV-IBV-000717/2020	2465
Spain/PV-IBV-000718/2020	2461
Spain/PV-IBV-000721/2020	2564
Spain/PV-IBV-000727/2020	2465
Spain/PV-IBV-000728/2020	2442
Spain/PV-IBV-000729/2020	2442
Spain/PV-IBV-000730/2020	2438
Spain/PV-IBV-000736/2020	2389
Spain/PV-IBV-000737/2020	2439
Spain/PV-IBV-000738/2020	2531
Spain/PV-IBV-000744/2020	2435
Spain/PV-IBV-000748/2020	2470
Spain/PV-IBV-000749/2020	2456
Spain/PV-IBV-000750/2020	2465
Spain/PV-IBV-000751/2020	2424
Spain/PV-IBV-000752/2020	2556
Spain/PV-IBV-000754/2020	2521
Spain/PV-IBV-000756/2020	2429
Spain/PV-IBV-000758/2020	1342
Spain/PV-IBV-000759/2020	2429
Spain/PV-IBV-000760/2020	2392
Spain/PV-IBV-000766/2020	2470
Spain/PV-IBV-000769/2020	2420
Spain/PV-IBV-000775/2020	2552
Spain/PV-IBV-000778/2020	2436
Spain/PV-IBV-000779/2020	2555
Spain/PV-IBV-000783/2020	2489
Spain/PV-IBV-000784/2020	2487
Spain/PV-IBV-000786/2020	2567
Spain/PV-IBV-000792/2020	2516
Spain/PV-IBV-000793/2020	2389
Spain/PV-IBV-000794/2020	2557
Spain/PV-IBV-000796/2020	2351
Spain/PV-IBV-000804/2020	2471
Spain/PV-IBV-000805/2020	2465
Spain/PV-IBV-000806/2020	2546
Spain/PV-IBV-000812/2020	2530
Spain/PV-IBV-000814/2020	2448
Spain/PV-IBV-000815/2020	2387
Spain/PV-IBV-000816/2020	2423
Spain/PV-IBV-000817/2020	2417
Spain/PV-IBV-000822/2020	2352
Spain/PV-IBV-000829/2020	2552
Spain/PV-IBV-000830/2020	2354
Spain/PV-IBV-000835/2020	2426
Spain/PV-IBV-000839/2020	2412
Spain/PV-IBV-000840/2020	2413
Spain/PV-IBV-000842/2020	2427
Spain/PV-IBV-000843/2020	2463
Spain/PV-IBV-000845/2020	2547
Spain/PV-IBV-000847/2020	2559
Spain/PV-IBV-000851/2020	2410
Spain/PV-IBV-000852/2020	2488
Spain/PV-IBV-000853/2020	2428
Spain/PV-IBV-000855/2020	2413
Spain/PV-IBV-000856/2020	2434
Spain/PV-IBV-000857/2020	2440
Spain/PV-IBV-000858/2020	2389
Spain/PV-IBV-000859/2020	2430
Spain/PV-IBV-000860/2020	2346
Spain/PV-IBV-001500/2020	2687
Spain/PV-IBV-001528/2020	2525
Spain/PV-IBV-001531/2020	2532
Spain/PV-IBV-001542/2020	2393
Spain/PV-IBV-001553/2020	2350
Spain/PV-IBV-001558/2020	2531
Spain/PV-IBV-001559/2020	2594
Spain/PV-IBV-001560/2020	2443
Spain/PV-IBV-001566/2020	2467
Spain/PV-IBV-001568/2020	2464
Spain/PV-IBV-001570/2020	2521
Spain/PV-IBV-001574/2020	2525
Spain/PV-IBV-001575/2020	2441
Spain/PV-IBV-001576/2020	2559
Spain/PV-IBV-001577/2020	2467
Spain/PV-IBV-001578/2020	2476
Spain/PV-IBV-001580/2020	2656
Spain/PV-IBV-001583/2020	2521
Spain/PV-IBV-001585/2020	2492
Spain/PV-IBV-001587/2020	2525
Spain/PV-IBV-001588/2020	2507
Spain/PV-IBV-001594/2020	2358
Spain/PV-IBV-001598/2020	2560
Spain/PV-IBV-001600/2020	2353
Spain/PV-IBV-001601/2020	2350
Spain/PV-IBV-001603/2020	2554
Spain/PV-IBV-001604/2020	2460
Spain/PV-IBV-001605/2020	2357
Spain/PV-IBV-001606/2020	2391
Spain/PV-IBV-001608/2020	2460
Spain/PV-IBV-001610/2020	2468
Spain/PV-IBV-001611/2020	2531
Spain/PV-IBV-001612/2020	2492
Spain/PV-IBV-003189/2020	1057
Spain/PV-IBV-003190/2020	2738
Spain/PV-IBV-003191/2020	2430
Spain/PV-IBV-003192/2020	2524
Spain/PV-IBV-003193/2020	1366
Spain/PV-IBV-003194/2020	2496
Spain/PV-IBV-003195/2020	2472
Spain/PV-IBV-003196/2020	2546
Spain/PV-IBV-003197/2020	2416
Spain/PV-IBV-003198/2020	2387
Spain/PV-IBV-003199/2020	1366
Spain/PV-IBV-003200/2020	1473
Spain/PV-IBV-003201/2020	2361
Spain/PV-IBV-003202/2020	2744
Spain/PV-IBV-003203/2020	1057
Spain/PV-IBV-003204/2020	2687
Spain/PV-IBV-003205/2020	2386
Spain/PV-IBV-003206/2020	1347
Spain/PV-IBV-003207/2020	641
Spain/PV-IBV-003208/2020	2744
Spain/PV-IBV-003209/2020	2595
Spain/PV-IBV-003210/2020	1371
Spain/PV-IBV-003211/2020	2584
Spain/PV-IBV-003212/2020	1327
Spain/PV-IBV-003213/2020	1057
Spain/PV-IBV-003214/2020	2561
Spain/PV-IBV-003215/2020	2745
Spain/PV-IBV-003216/2020	2643
Spain/PV-IBV-003217/2020	1366
Spain/PV-IBV-003218/2020	1318
Spain/PV-IBV-003220/2020	2549
Spain/PV-IBV-003221/2020	1061
Spain/PV-IBV-003222/2020	2703
Spain/PV-IBV-003223/2020	1328
Spain/PV-IBV-003224/2020	2422
Spain/PV-IBV-003225/2020	868
Spain/PV-IBV-003226/2020	1347
Spain/PV-IBV-003227/2020	2787
Spain/PV-IBV-003228/2020	1366
Spain/PV-IBV-003229/2020	2765
Spain/PV-IBV-003230/2020	2796
Spain/PV-IBV-003231/2020	2644
Spain/PV-IBV-003232/2020	942
Spain/PV-IBV-003234/2020	2419
Spain/PV-IBV-003235/2020	2707
Spain/PV-IBV-003237/2020	2625
Spain/PV-IBV-003238/2020	2706
Spain/PV-IBV-003239/2020	2745
Spain/PV-IBV-003240/2020	2415
Spain/PV-IBV-003241/2020	2744
Spain/PV-ISCIII-201382/2020	2576
Spain/PV-ISCIII-201385/2020	2433
Spain/PV-ISCIII-201388/2020	2575
Spain/PV-ISCIII-201491/2020	2614
Spain/PV-ISCIII-201492/2020	175
Spain/PV-ISCIII-201493/2020	2604
Spain/PV-ISCIII-201602/2020	2577
Spain/PV-ISCIII-201607/2020	2576
Spain/PV-ISCIII-201920/2020	2614
Spain/RI-IBV-001375/2020	1329
Spain/RI-IBV-005943/2020	2366
Spain/RI-IBV-005944/2020	2513
Spain/RI-IBV-005953/2020	2552
Spain/RI-IBV-005956/2020	2370
Spain/RI-IBV-005957/2020	2350
Spain/RI-IBV-005958/2020	2594
Spain/RI-IBV-005959/2020	2372
Spain/RI-IBV-005960/2020	2601
Spain/RI-IBV-005961/2020	2496
Spain/RI-IBV-005962/2020	2494
Spain/RI-IBV-005963/2020	2494
Spain/RI-IBV-005964/2020	2367
Spain/RI-IBV-005965/2020	2367
Spain/RI-IBV-005966/2020	2367
Spain/RI-IBV-005967/2020	2369
Spain/RI-IBV-005968/2020	2510
Spain/RI-IBV-005969/2020	2511
Spain/RI-IBV-005970/2020	2495
Spain/RI-IBV-005971/2020	2411
Spain/RI-IBV-005973/2020	320
Spain/RI-IBV-005974/2020	2508
Spain/RI-IBV-005975/2020	323
Spain/RI-IBV-005976/2020	318
Spain/RI-IBV-005977/2020	320
Spain/RI-IBV-005978/2020	1387
Spain/RI-IBV-005979/2020	319
Spain/RI-IBV-005997/2020	2358
Spain/RI-IBV-006019/2020	2693
Spain/RI-IBV-006028/2020	2357
Spain/RI-IBV-98002288/2020	1355
Spain/RI-IBV-98002289/2020	2594
Spain/RI-IBV-98002290/2020	2551
Spain/RI-IBV-98002291/2020	2474
Spain/RI-IBV-98002292/2020	2594
Spain/RI-IBV-98002293/2020	2496
Spain/RI-IBV-98002294/2020	2485
Spain/RI-IBV-98002295/2020	2553
Spain/RI-IBV-98002296/2020	2496
Spain/RI-IBV-98002297/2020	2594
Spain/RI-IBV-98002298/2020	2386
Spain/RI-IBV-98002299/2020	2366
Spain/RI-IBV-98002300/2020	2386
Spain/RI-IBV-98002301/2020	2386
Spain/RI-IBV-98002302/2020	2590
Spain/RI-IBV-98002303/2020	2549
Spain/RI-IBV-98002304/2020	2596
Spain/RI-IBV-98002305/2020	318
Spain/RI-IBV-98002306/2020	315
Spain/RI-IBV-98002307/2020	2515
Spain/RI-IBV-98002308/2020	1335
Spain/RI-IBV-98002310/2020	2496
Spain/RI-IBV-98002311/2020	2413
Spain/RI-IBV-98002312/2020	2693
Spain/RI-IBV-98002314/2020	2494
Spain/RI-IBV-98002316/2020	314
Spain/RI-IBV-98002317/2020	2686
Spain/RI-IBV-98002364/2020	2366
Spain/RI-IBV-98002365/2020	2509
Spain/RI-IBV-98002366/2020	2495
Spain/RI-IBV-98002367/2020	316
Spain/RI-IBV-98002368/2020	316
Spain/RI-IBV-98002369/2020	2789
Spain/RI-IBV-98002381/2020	2366
Spain/RI-IBV-98002384/2020	316
Spain/RI-IBV-99005843/2020	2418
Spain/RI-IBV-99005844/2020	2369
Spain/RI-IBV-99005845/2020	2515
Spain/RI-IBV-99005846/2020	2514
Spain/RI-IBV-99005859/2020	2605
Spain/RI-IBV-99005860/2020	2493
Spain/RI-IBV-99005861/2020	2368
Spain/RI-IBV-99005862/2020	2551
Spain/RI-IBV-99005863/2020	2541
Spain/RI-IBV-99005864/2020	2599
Spain/RI-IBV-99005865/2020	2430
Spain/RI-IBV-99005866/2020	2498
Spain/RI-IBV-99005867/2020	2527
Spain/RI-IBV-99005868/2020	2494
Spain/RI-IBV-99005869/2020	2517
Spain/RI-IBV-99005870/2020	2496
Spain/RI-IBV-99005871/2020	318
Spain/RI-IBV-99005873/2020	2496
Spain/RI-IBV-99005874/2020	2366
Spain/RI-IBV-99005875/2020	2366
Spain/RI-IBV-99005876/2020	2511
Spain/RI-IBV-99005877/2020	2511
Spain/RI-IBV-99005878/2020	2511
Spain/RI-IBV-99005879/2020	2494
Spain/RI-IBV-99005880/2020	316
Spain/RI-IBV-99005881/2020	2495
Spain/RI-IBV-99005882/2020	2494
Spain/RI-IBV-99005883/2020	2512
Spain/RI-IBV-99005884/2020	2510
Spain/RI-IBV-99005885/2020	2688
Spain/RI-IBV-99005886/2020	316
Spain/RI-IBV-99005887/2020	317
Spain/RI-IBV-99005888/2020	2485
Spain/RI-IBV-99005906/2020	1326
Spain/RI-IBV-99005907/2020	321
Spain/RI-IBV-99005926/2020	2523
Spain/RI-IBV-h2285/2020	2349
Spain/RI-IBV-h2286/2020	2564
Spain/RI-IBV-h2287/2020	2373
Spain/RI-ISCIII-201277/2020	2533
Spain/RI-ISCIII-201334/2020	2528
Spain/RI-ISCIII-201563/2020	2494
Spain/RI-ISCIII-201564/2020	2455
Spain/RI-ISCIII-201565/2020	2497
Spain/RI-ISCIII-201566/2020	2537
Spain/RI-ISCIII-201568/2020	2341
Spain/RI-ISCIII-201569/2020	2593
Spain/RI-ISCIII-201570/2020	2578
Spain/RI-ISCIII-201571/2020	2340
Spain/RI-ISCIII-201572/2020	2612
Spain/RI-ISCIII-201573/2020	2454
Spain/RI-ISCIII-201574/2020	2579
Spain/RI-ISCIII-201575/2020	2579
Spain/RI-ISCIII-201576/2020	2347
Spain/VC-FISABIO-1/2020	2775
Spain/VC-FISABIO-100/2020	2677
Spain/VC-FISABIO-101/2020	2445
Spain/VC-FISABIO-115/2020	2175
Spain/VC-FISABIO-116/2020	2459
Spain/VC-FISABIO-117/2020	561
Spain/VC-FISABIO-118/2020	2444
Spain/VC-FISABIO-119/2020	2518
Spain/VC-FISABIO-12/2020	2460
Spain/VC-FISABIO-120/2020	3220
Spain/VC-FISABIO-121/2020	3219
Spain/VC-FISABIO-122/2020	2797
Spain/VC-FISABIO-123/2020	3219
Spain/VC-FISABIO-124/2020	2182
Spain/VC-FISABIO-125/2020	2371
Spain/VC-FISABIO-126/2020	2471
Spain/VC-FISABIO-127/2020	2485
Spain/VC-FISABIO-128/2020	2358
Spain/VC-FISABIO-129/2020	2680
Spain/VC-FISABIO-13/2020	2672
Spain/VC-FISABIO-14/2020	2458
Spain/VC-FISABIO-15/2020	2563
Spain/VC-FISABIO-16/2020	2738
Spain/VC-FISABIO-17/2020	3216
Spain/VC-FISABIO-18/2020	2374
Spain/VC-FISABIO-184/2020	3215
Spain/VC-FISABIO-19/2020	2526
Spain/VC-FISABIO-195/2020	2704
Spain/VC-FISABIO-197/2020	2683
Spain/VC-FISABIO-2/2020	2449
Spain/VC-FISABIO-20/2020	2538
Spain/VC-FISABIO-200/2020	3214
Spain/VC-FISABIO-21/2020	2536
Spain/VC-FISABIO-22/2020	2544
Spain/VC-FISABIO-266/2020	2473
Spain/VC-FISABIO-27/2020	2460
Spain/VC-FISABIO-28/2020	2446
Spain/VC-FISABIO-29/2020	2345
Spain/VC-FISABIO-3/2020	2427
Spain/VC-FISABIO-30/2020	2355
Spain/VC-FISABIO-31/2020	2347
Spain/VC-FISABIO-32/2020	2460
Spain/VC-FISABIO-33/2020	2347
Spain/VC-FISABIO-34/2020	2344
Spain/VC-FISABIO-35/2020	2347
Spain/VC-FISABIO-36/2020	2386
Spain/VC-FISABIO-37/2020	2460
Spain/VC-FISABIO-38/2020	2347
Spain/VC-FISABIO-39/2020	2460
Spain/VC-FISABIO-4/2020	2539
Spain/VC-FISABIO-40/2020	2856
Spain/VC-FISABIO-41/2020	641
Spain/VC-FISABIO-42/2020	2796
Spain/VC-FISABIO-43/2020	2672
Spain/VC-FISABIO-44/2020	3218
Spain/VC-FISABIO-45/2020	809
Spain/VC-FISABIO-5/2020	2493
Spain/VC-FISABIO-54/2020	2427
Spain/VC-FISABIO-55/2020	2460
Spain/VC-FISABIO-56/2020	2427
Spain/VC-FISABIO-57/2020	2460
Spain/VC-FISABIO-58/2020	2345
Spain/VC-FISABIO-59/2020	2345
Spain/VC-FISABIO-6/2020	2431
Spain/VC-FISABIO-60/2020	2460
Spain/VC-FISABIO-61/2020	2460
Spain/VC-FISABIO-62/2020	2460
Spain/VC-FISABIO-7/2020	674
Spain/VC-FISABIO-8/2020	2460
Spain/VC-FISABIO-88/2020	3218
Spain/VC-FISABIO-89/2020	2460
Spain/VC-FISABIO-90/2020	931
Spain/VC-IBV-001930/2020	2451
Spain/VC-IBV-98000083/2020	2447
Spain/VC-IBV-98000317/2020	1339
Spain/VC-IBV-98003062/2020	2682
Spain/VC-IBV-98003063/2020	3216
Spain/VC-IBV-98003065/2020	2804
Spain/VC-IBV-98003066/2020	1057
Spain/VC-IBV-98003067/2020	2517
Spain/VC-IBV-98003069/2020	3216
Spain/VC-IBV-98003071/2020	2360
Spain/VC-IBV-98003073/2020	2585
Spain/VC-IBV-98003074/2020	2673
Spain/VC-IBV-98003075/2020	1369
Spain/VC-IBV-98003076/2020	1343
Spain/VC-IBV-98003078/2020	1362
Spain/VC-IBV-98003079/2020	2648
Spain/VC-IBV-98003081/2020	950
Spain/VC-IBV-98003082/2020	2683
Spain/VC-IBV-98003083/2020	1356
Spain/VC-IBV-98003084/2020	2613
Spain/VC-IBV-98003085/2020	2680
Spain/VC-IBV-98003086/2020	878
Spain/VC-IBV-98003087/2020	2623
Spain/VC-IBV-98003088/2020	2356
Spain/VC-IBV-98003089/2020	2682
Spain/VC-IBV-98003090/2020	2666
Spain/VC-IBV-98003091/2020	942
Spain/VC-IBV-98003092/2020	2796
Spain/VC-IBV-98003093/2020	2681
Spain/VC-IBV-98003094/2020	2708
Spain/VC-IBV-98003095/2020	950
Spain/VC-IBV-98003096/2020	2430
Spain/VC-IBV-98003097/2020	1344
Spain/VC-IBV-98003098/2020	2792
Spain/VC-IBV-98003099/2020	2683
Spain/VC-IBV-98003100/2020	2667
Spain/VC-IBV-98003101/2020	453
Spain/VC-IBV-98003102/2020	2795
Spain/VC-IBV-98003103/2020	2177
Spain/VC-IBV-98003104/2020	2766
Spain/VC-IBV-98003105/2020	2626
Spain/VC-IBV-98003106/2020	1337
Spain/VC-IBV-98003107/2020	641
Spain/VC-IBV-98003108/2020	2626
Spain/VC-IBV-98003109/2020	2668
Spain/VC-IBV-98003110/2020	2796
Spain/VC-IBV-98003111/2020	2190
Spain/VC-IBV-98003112/2020	946
Spain/VC-IBV-98003113/2020	950
Spain/VC-IBV-98003568/2020	1337
Spain/VC-IBV-98003569/2020	2384
Spain/VC-IBV-98003600/2020	2755
Spain/VC-IBV-98003601/2020	2755
Spain/VC-IBV-98003602/2020	2716
Spain/VC-IBV-98003603/2020	950
Spain/VC-IBV-98003604/2020	2729
Spain/VC-IBV-98003631/2020	1363
Spain/VC-IBV-98003633/2020	2726
Spain/VC-IBV-98003635/2020	2184
Spain/VC-IBV-98003636/2020	2708
Spain/VC-IBV-98003638/2020	2717
Spain/VC-IBV-98003640/2020	2724
Spain/VC-IBV-98003641/2020	2718
Spain/VC-IBV-98003642/2020	950
Sweden/01/2020	2155
Sweden/20-02114/2020	2156
Sweden/20-04631/2020	2101
Sweden/20-04736/2020	2106
Sweden/20-04850/2020	2100
Sweden/20-04851/2020	2100
Sweden/20-04852/2020	2100
Sweden/20-05444/2020	3243
Sweden/20-05448/2020	2887
Sweden/20-05469/2020	2887
Sweden/20-05627/2020	2977
Sweden/20-05653/2020	502
Sweden/20-08040/2020	2887
Sweden/20-08041/2020	1550
Sweden/20-08042/2020	1158
Sweden/20-08043/2020	1222
Sweden/20-08044/2020	2887
Sweden/20-08045/2020	2995
Sweden/20-08046/2020	2100
Sweden/20-08047/2020	1180
Sweden/20-08054/2020	3270
Sweden/20-08056/2020	2100
Sweden/20-08060/2020	1222
Sweden/20-08067/2020	2105
Sweden/20-08069/2020	839
Sweden/20-08071/2020	1193
Sweden/20-08072/2020	1220
Sweden/20-08073/2020	2813
Sweden/20-08074/2020	1553
Sweden/20-08076/2020	1222
Sweden/20-08077/2020	1222
Sweden/20-08078/2020	1222
Sweden/20-08079/2020	1276
Sweden/20-08081/2020	1276
Sweden/20-08082/2020	2977
Sweden/20-08083/2020	2813
Sweden/20-08084/2020	839
Sweden/20-08085/2020	828
Sweden/20-08086/2020	828
Sweden/20-08088/2020	1222
Sweden/20-08089/2020	1177
Sweden/20-08090/2020	1194
Sweden/20-08092/2020	2813
Sweden/20-08093/2020	2818
Sweden/20-08094/2020	2819
Sweden/20-08095/2020	766
Sweden/20-08096/2020	679
Sweden/20-08098/2020	766
Sweden/20-08099/2020	935
Sweden/20-08100/2020	1194
Sweden/20-08101/2020	764
Sweden/20-08102/2020	837
Sweden/20-08103/2020	837
Sweden/20-08104/2020	2977
Sweden/20-08105/2020	411
Sweden/20-08106/2020	411
Sweden/20-08107/2020	2813
Sweden/20-08108/2020	782
Sweden/20-08109/2020	937
Sweden/20-08110/2020	783
Sweden/20-08111/2020	765
Sweden/20-08112/2020	765
Sweden/20-08113/2020	2813
Sweden/20-08114/2020	1207
Sweden/20-08115/2020	837
Sweden/20-08116/2020	2977
Sweden/20-08117/2020	2977
Sweden/20-08118/2020	2813
Sweden/20-08119/2020	2813
Sweden/20-08120/2020	2814
Sweden/20-08121/2020	2813
Sweden/20-08122/2020	2813
Sweden/20-08123/2020	646
Sweden/20-08124/2020	413
Sweden/20-08125/2020	411
Sweden/20-08126/2020	303
Sweden/20-08127/2020	2238
Sweden/20-08128/2020	2231
Sweden/20-08129/2020	838
Sweden/20-08130/2020	3182
Sweden/20-08131/2020	3182
Sweden/20-08132/2020	417
Sweden/20-08133/2020	1908
Sweden/20-08134/2020	1103
Sweden/20-08136/2020	1903
Sweden/20-08142/2020	2250
Sweden/20-08143/2020	1102
Sweden/20-08144/2020	2233
Sweden/20-08145/2020	1215
Sweden/20-08146/2020	411
Sweden/20-08147/2020	296
Sweden/20-08148/2020	837
Sweden/20-08149/2020	827
Sweden/20-08150/2020	294
Sweden/20-08151/2020	294
Sweden/20-08152/2020	295
Sweden/20-08154/2020	1792
Sweden/20-08155/2020	828
Sweden/20-08156/2020	444
Sweden/20-08157/2020	1900
Sweden/20-08158/2020	2236
Sweden/20-08160/2020	1551
Sweden/20-08162/2020	411
Sweden/20-08167/2020	412
Sweden/20-08168/2020	293
Sweden/20-08169/2020	837
Sweden/20-08170/2020	2996
Sweden/20-08171/2020	828
Sweden/20-08172/2020	297
Sweden/20-08173/2020	828
Sweden/20-08174/2020	2650
Sweden/20-08179/2020	390
Sweden/20-08186/2020	1909
Sweden/20-50043/2020	3223
Sweden/20-50048/2020	3227
Sweden/20-50052/2020	837
Sweden/20-50053/2020	837
Sweden/20-50055/2020	1222
Sweden/20-50056/2020	1194
Sweden/20-50076/2020	2868
Sweden/20-50087/2020	837
Sweden/20-50088/2020	837
Sweden/20-50089/2020	828
Sweden/20-50090/2020	828
Sweden/20-50091/2020	2813
Sweden/20-50092/2020	839
Sweden/20-50093/2020	638
Sweden/20-50094/2020	837
Sweden/20-50095/2020	1222
Sweden/20-50096/2020	839
Sweden/20-50097/2020	864
Sweden/20-50098/2020	837
Sweden/20-50099/2020	678
Sweden/20-50100/2020	841
Sweden/20-50101/2020	837
Sweden/20-50103/2020	1193
Sweden/20-50104/2020	2977
Sweden/20-50105/2020	638
Sweden/20-50106/2020	1218
Sweden/20-50107/2020	1222
Sweden/20-50120/2020	2887
Sweden/20-50123/2020	3226
Sweden/20-50125/2020	2194
Sweden/20-50129/2020	3225
Sweden/20-50130/2020	3223
Sweden/20-50131/2020	3223
Sweden/20-50132/2020	951
Sweden/20-50133/2020	3223
Sweden/20-50136/2020	1194
Sweden/20-50139/2020	1222
Sweden/20-50140/2020	837
Sweden/20-50141/2020	1235
Sweden/20-50144/2020	2888
Sweden/20-50147/2020	2888
Sweden/20-50148/2020	638
Sweden/20-50149/2020	1194
Sweden/20-50150/2020	1222
Sweden/20-50151/2020	638
Sweden/20-50153/2020	1194
Sweden/20-50154/2020	2813
Sweden/20-50155/2020	1194
Sweden/20-50156/2020	1194
Sweden/20-50170/2020	3223
Sweden/20-50171/2020	3227
Sweden/20-50172/2020	3223
Sweden/20-50173/2020	3223
Sweden/20-50175/2020	3223
Sweden/20-50176/2020	3223
Sweden/20-50179/2020	243
Sweden/20-50180/2020	3223
Sweden/20-50181/2020	3223
Sweden/20-50185/2020	837
Sweden/20-50194/2020	2813
Sweden/20-50196/2020	1221
